Título,Resumen,Etiquetas,Enlace
Remain Nameless,"How did it feel? It felt like he was barely holding it together. She, of all people, should shun him. Or yell at him. Curse him. Spit at him. Take out her wand and blast him off the face of the earth. It was crushing guilt and relief and confusion all at once when he looked at Hermione Granger.The monotony of Draco’s daily routine had become both a lifeline and a noose. But this new habit of grabbing coffee with Hermione Granger is quickly becoming a reason to get out of bed and is unfortunately forcing him to re-evaluate his inconsequential existence.Hermione is living her life in fragments, separate pieces scattered about, and she can’t find a way to step back and let the full picture form. Why are morning meetings with Draco Malfoy the only thing that make sense anymore?","Explicit, No Archive Warnings Apply, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Harry Potter/Ginny Weasley, Padma Patil/Ron Weasley, Theodore Nott, Narcissa Black Malfoy, Luna Lovegood, Original Characters, Susan Bones, Weasley Family (Harry Potter), Astoria Greengrass, Pansy Parkinson, Minerva McGonagall, Dennis Creevey, Parvati Patil, Romance, Angst, Fluff and Angst, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE, Slow Burn, Friends to Lovers, Mutual Pining, POV Draco Malfoy, POV Hermione Granger, Post-Traumatic Stress Disorder - PTSD, Past Drug Addiction, Healing, Sexual Content, Explicit Language, Cross-Posted on FanFiction.Net, Explicit Sexual Content, Enthusiastic Consent, Slow Romance, blueberry scones, Suicidal Thoughts, Cross-Posted on Wattpad, Angst with a Happy Ending, HEA",https://archiveofourown.org/works/23875939
Text Talk,"Sirius is in boarding school, Remus is in hospital, and they don't know each other until Sirius texts the wrong number.","Not Rated, Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, wolfstar - Relationship, Sirius Black, Remus Lupin, James Potter, Peter Pettigrew, Moony, Wormtail, Padfoot, Prongs, Lily Evans, Lily Potter, Alice Longbottom, Frank Longbottom, text, Texting, text fic, Hospital, Boarding School, MWPP, Marauders era, The Marauders - Freeform, Maurders AU, AU, Alternate Universe, Modern AU, texting fic, School, Injury, Mention of family abuse, mention of depression, family stuff, Parents, Illness, Homophobic Slurs, Mention Of Homophobia",https://archiveofourown.org/works/1651109
Draco Malfoy and the Mortifying Ordeal of Being in Love,"Hermione straddles the Muggle and Magical worlds as a medical researcher and Healer about to make a big discovery. Draco is an Auror assigned to protect her from forces unknown – to both of their displeasure.Features hyper-competent, fiery Hermione and lazy, yet dangerous, Draco. Slow burn.","Explicit, Graphic Depictions Of Violence, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Draco Malfoy, Hermione Granger, Healer Hermione Granger, Researcher Hermione Granger, Auror Draco Malfoy, Slow Burn, Unresolved Sexual Tension, Eventual Smut, POV Draco Malfoy, Forced Collaboration, Romance, romcom, Action/Adventure, EWE, HEA, reckless overuse of author's favourite tropes, oblivious idiots, All aboard the SS Denial, late-stage pining, what is pining if not denial persevering, No first names we die like men, do not look too closely at the plot you will only hurt yourself, scandalous ankle touching, misuse of whirlpool baths, graphic depictions of competent women, eroticised arithmancy, Crookshanks will fight god or become him, human on mushroom violence, Schrödinger's ethics, Nuns",https://archiveofourown.org/works/34500952
hello goodbye ('twas nice to know you),"Draco Malfoy thinks he might know whose thoughts are scrawling themselves on his skin, but that's crazy. Impossible, even. It has to be a mistake.-Self-indulgent soulmate AU where the thoughts of your soulmate inscribe themselves on your skin in a shifting magic tattoo","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Blaise Zabini, Dean Thomas, Seamus Finnigan, Ensemble, Soulmate-Identifying Marks, Alternate Universe - Soulmates, finally finished this holy hell, Fluff, seriously so much fluff, Hogwarts Eighth Year, Spanish Translation, 中文翻译 | Translation in Chinese, Перевод на русский | Translation in Russian, Korean Translation",https://archiveofourown.org/works/4371455
All Our Secrets Laid Bare,Resumen no encontrado,"Explicit, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Harry Potter/Original Male Character(s), Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Original Male Character(s), Original Female Character(s), Lucius Malfoy, Narcissa Black Malfoy, Kingsley Shacklebolt, Auror Partners, Sexual Content, Wandless Magic, Mystery, Investigations, Magical Tattoos, Getting Together, Trapped, Secrets, Secret Relationship, Shower Sex, First Time, Loss of Virginity, Blow Jobs, Office Sex, Duelling, Falling In Love, Hats, Glasses, Curry, Tea, Bars and Pubs, Hoodies",https://archiveofourown.org/works/1227880/chapters/2516770
All the Young Dudes,"LONG fic charting the marauders' time at Hogwarts (and beyond) from Remus' PoV - diversion from canon in that Remus's father died and he was raised in a children's home, and is a bit rough around the edges. Otherwise canon-compliant.1971 - 1995This IS a wolfstar fic, but incredibly slow burn. Literally years. Long build up but worth it I promise! PLEASE DO NOT COPY TO WATTPAD. SERIOUSLY, WHY?? Spotify playlist:https://open.spotify.com/user/htl2006/playlist/3z2NbLq2IVGG0NICBqsN2D?si=Liyl_JKJSx2RUqks3p50kg(Compiled by amazing reader, JustAnotherPerson) DISCLAIMER: I do not support JK Rowling's disgusting transphobic views.NOTE: I AM NO LONGER READING OR REPLYING TO COMMENTS ON THIS FIC","Mature, No Archive Warnings Apply, Major Character Death, Graphic Depictions Of Violence, M/M, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, Sirius Black & Remus Lupin, James Potter/Lily Evans Potter, Remus Lupin, Sirius Black, James Potter, Lily Evans Potter, Peter Pettigrew, Severus Snape, Minerva McGonagall, Bellatrix Black Lestrange, Narcissa Black Malfoy, Albus Dumbledore, Mulciber Sr. (Harry Potter), Horace Slughorn, Mary Macdonald, Marlene McKinnon, Poppy Pomfrey, Walburga Black, Regulus Black, Fenrir Greyback, Marauders' Era, Marauders, Marauders Friendship, wolfstar, Get Together, Slow Burn, so slow, it's slow, seriously, Complete, Canon Compliant, Angst, Fluff, Fluff and Angst, Requited Love, Canonical Character Death, First War with Voldemort, First Kiss, Period Typical Attitudes",https://archiveofourown.org/works/10057010?show_comments=true&view_full_work=true#comments
The Standard You Walk Past,"On returning to Hogwarts for their Eighth Year, Headmistress McGonagall decided to room Draco Malfoy and Harry Potter together. She may have hoped for a leading example of house unity; the other students fully expected insults and fights. But nothing happened.That was, until Harry sleepwalked into Draco’s bed.Translation links available inside for Indonesian, Chinese, Korean, Russian, Thai, Spanish, Portuguese, and Turkish! Podfic also available (in English) by Gabriel_Audio!","Mature, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley, Narcissa Black Malfoy, Pansy Parkinson, Mentions of many characters, Hogwarts Eighth Year, Some Homophobia in the Wizarding World, Romance, Friends to Lovers, Fluff, flangst, Angst, SO MUCH FLUFF, And a bit of sap, Legilimency, Dreams and Nightmares, Slow Build, Prejudice Against Slytherins, Roommates, Redeemed Draco Malfoy, Minor Hermione Granger/Ron Weasley, Minor Lucius Malfoy/Narcissa Malfoy - Freeform",https://archiveofourown.org/works/3101099?view_full_work=true#kudos
In Evidence of Magical Theory,"When a hex meant for Draco accidentally catches Harry as well, they're forced to learn to understand each other in ways they previously might have thought impossible.In which Harry and Draco can't fight, so they fall in love instead.","Explicit, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley, Pansy Parkinson, Blaise Zabini, Minerva McGonagall, OMC, Hogwarts Eighth Year, Accidental Bonding, Magical Theory, Magical Cores, Powerful Harry, Rimming, Anal Sex, Anal Fingering, Switching, Slash, HP: EWE, Falling In Love, forced bed sharing, Blow Jobs, completed fic, Bonding, Forced Proximity, Sharing a Bed, First Time, Loss of Virginity",https://archiveofourown.org/works/9174820
Who Shagged Harry Potter?,"One beautiful sunny Sunday the Slytherins wake up after a raunchy night only to discover a very naked Harry Potter sleeping in their dormitory. Naturally, they ask themselves a logical question: Who the hell shagged him?","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Blaise Zabini, Theodore Nott, Gregory Goyle, Smut, Humor, Hogwarts Eighth Year",https://archiveofourown.org/works/392041
We're Already Married,"""Our whole lives we have always told people that we were married. I knew that it wasn't exactly normal but it was always something that filled me with so much affection for you. I have loved you for so long. Longer than I ever realized."" Harry took a deep breath as he looked into shining silver eyes.Or...Three-year-old Harry asks little Draco to marry him and they insist to anyone who will listen that they are indeed already married.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Sirius Black/Remus Lupin, Lucius Malfoy/Narcissa Black Malfoy, Draco Malfoy, Harry Potter, Sirius Black, Remus Lupin, Lucius Malfoy, Narcissa Black, Fluff, Tooth-Rotting Fluff, Kid Fic, to adults, Adorable, No Angst, Romance, Best Friends, Friends to Lovers, Sirius ships it, Remus is so done",https://archiveofourown.org/works/12312867?show_comments=true#comments
"Hey, Potter","Harry returns to Hogwarts for his 8th year, determined not to let Malfoy get to him. But when the snarky teasing starts up again, Harry finds that returning the jibes with compliments has a far more interesting outcome.","Mature, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Ron Weasley, Gregory Goyle, Pansy Parkinson, Ghosts, Drinking, Mind/Mood Altering Substances, Hogwarts Eighth Year, Alcohol, Drama, Fluff and Angst, Humor",https://archiveofourown.org/works/787368
Harry Potter and the Shadowed Light,"After the final battle Harry learns some unsettling truths about himself and those who he trusts the most. Forced to come to terms with the revelations, Harry decides to get even with those who've wronged him and embrace who he his by going back to when it all started.","Mature, No Archive Warnings Apply, M/M, F/M, Harry Potter - J. K. Rowling, Harry Potter/Tom Riddle, Harry Potter/Voldemort, Harry Potter & Neville Longbottom, Sirius Black/Severus Snape, Lucius Malfoy/Narcissa Black Malfoy, Luna Lovegood & Harry Potter, Draco Malfoy & Harry Potter, Harry Potter, Tom Riddle | Voldemort, Kreacher (Harry Potter), Ron Weasley, Ginny Weasley, Molly Weasley, Arthur Weasley, Hermione Granger, Severus Snape, Albus Dumbledore, Death (Harry Potter), Sirius Black, Remus Lupin, Draco Malfoy, Lucius Malfoy, Narcissa Black Malfoy, George Weasley, Fred Weasley, Neville Longbottom, Luna Lovegood, Minerva McGonagall, Filius Flitwick, Hannah Abbott, Susan Bones, Blaise Zabini, Pansy Parkinson, Goblins (Harry Potter), Manipulative Dumbledore, Evil Dumbledore, Weasley Bashing, Dark Harry, Good Death Eaters, Good Voldemort, Time Travel, Master of Death Harry Potter, Ravenclaw, Ravenclaw Harry, Do-Over, Independent Harry, Smart Harry, Master of Death, Soul Bond, Hermione Granger Bashing, BAMF!Harry, Time Travel Fix-It, Dumbledore Bashing, Slow Build, Alternate Universe - Canon Divergence, BAMF!Goblins, Good Tom Riddle, Immortal Harry, The Deathly Hallows, Sane Voldemort, Sane Tom Riddle, Good Malfoy Family, Harry Potter is a Horcrux, It may have taken 190000 words but Toms finally back!, Manipulative Albus Dumbledore, Ron Weasley Bashing, Molly Weasley Bashing, Ginny Weasley Bashing, Slow To Update, Sirius Black Lives, Slow Burn",https://archiveofourown.org/works/10404927?show_comments=true&view_full_work=true#comments
House Proud,His house liked Draco Malfoy more than him.,"Mature, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Hermione Granger, Ron Weasley, Kreacher (Harry Potter), Horace Slughorn, Post-War, EWE, Grimmauld Place, Malfoy Manor",https://archiveofourown.org/works/6177703#kudos
All Our Secrets Laid Bare,"Over the six years Draco Malfoy has been an Auror, four of his partners have turned up dead. Harry Potter is assigned as his newest partner to investigate just what is going on.","Explicit, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Harry Potter/Original Male Character(s), Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Original Male Character(s), Original Female Character(s), Lucius Malfoy, Narcissa Black Malfoy, Kingsley Shacklebolt, Auror Partners, Sexual Content, Wandless Magic, Mystery, Investigations, Magical Tattoos, Getting Together, Trapped, Secrets, Secret Relationship, Shower Sex, First Time, Loss of Virginity, Blow Jobs, Office Sex, Duelling, Falling In Love, Hats, Glasses, Curry, Tea, Bars and Pubs, Hoodies",https://archiveofourown.org/works/1227880
The Darkening of Your Soul,"Harry is betrayed. Harry gets a second chance to do it all over again.There is just one catch. If Harry gets to keep his memories from his previous life, so does Voldemort.","Mature, Underage Sex, M/M, Harry Potter - J. K. Rowling, Harry Potter/Tom Riddle, Harry Potter/Tom Riddle | Voldemort, Harry Potter/Voldemort, Harry Potter, Tom Riddle, Lord Voldemort, Luna Lovegood, Albus Dumbledore, Severus Snape, Draco Malfoy, Neville Longbottom, Blaise Zabini, Theodore Nott, Daphne Greengrass, Pansy Parkinson, Ernie Macmillan, Justin Finch-Fletchley, Tracey Davis (Harry Potter), Susan Bones, Hannah Abbott, Peter Pettigrew, Sirius Black, Remus Lupin, Kreacher (Harry Potter), Ron Weasley, Hermione Granger, Minerva McGonagall, Bartemius Crouch Jr., Enemies to Friends to Lovers, Time Travel, Time Travel Fix-It, Alternate Universe - Time Travel, Do-Over, Fix-It, Fix-It of Sorts, Eventual Smut, Eventual Happy Ending, Master of Death Harry Potter, Bottom Harry, Morally Grey Harry Potter, Consensual Underage Sex, eventually, Sane Tom Riddle, Possessive Tom Riddle, Top Tom Riddle, Idiots in Love, Harry Potter is a Horcrux, Harry Potter is So Done, Harry Potter is a Brat, Harry Potter is Bad at Feelings, BAMF Neville Longbottom, Neville Longbottom is a Good Friend, No character bashing, BAMF Luna Lovegood, Luna Lovegood is a Good Friend, Manipulative Albus Dumbledore, Misguided Albus Dumbledore, Angst and Humor, Maybe some character bashing, Slytherin Harry Potter, Good Slytherins, Slytherins Being Slytherins, Oblivious Harry Potter, Sane Voldemort (Harry Potter), Somewhat Good Voldemort (Harry Potter), Harry Potter is the Heir to the House of Black, POV Harry Potter, Post-Traumatic Stress Disorder - PTSD, Mental Health Issues, Past Child Abuse, do not copy story to another website",https://archiveofourown.org/works/22230682?show_comments=true&view_full_work=true#comments
you belong to me (i belong to you),"“What I find absolutely fascinating,” Riddle said, stalking closer, “is you.” He marched forward, backing Harry up until he was pinned to the cool wall of the common room. “Do you know why?”

“No. And I’ll be honest here, Riddle, I don’t particularly care.”

The taller boy grinned at him, small yet infinitely pleased. “That. Right there.” One hand rose and brushed some of Harry’s fringe from his face. “Nathan Ciro was a spineless little boy too afraid of his own shadow to dare even glance in my direction. But you…”

He leaned closer, “You look at me like you want to stab me.”
After an accident, Auror Harry Potter wakes up in the body of fourteen year old Nathan Ciro, a tormented Slytherin who recently tried to end his own life. Seeking answers to his strange predicament, Harry returns to Hogwarts, and causes quite the stir through staff and students - especially when they come to realise he is not the same boy as before.He tries to avoid suspicion, but as his quest for the truth draws more and more attention to him, Harry begins to think that he might not like what he will discover.","Not Rated, Graphic Depictions Of Violence, Rape/Non-Con, Underage Sex, Harry Potter - J. K. Rowling, Harry Potter & Tom Riddle, Death & Harry Potter, Orion Black & Harry Potter, Harry Potter, Tom Riddle, Orion Black, Albus Dumbledore, Gellert Grindelwald, Lestrange Sr. (Harry Potter), Original Characters, Death (Harry Potter), Time Travel, Body Swap, Riddle at Hogwarts Era, Slytherin Politics, Slytherin Harry, Grey Harry, Auror Harry, Mind Games, Obsessive Behavior, Possessive Behavior, Implied/Referenced Rape/Non-con, Rape Aftermath, Underage Rape/Non-con, Suicide Attempt, The Non-con is not between Harry and Tom, Master of Death Harry Potter, Mild Horror, Minor Harry Potter/Ginny Weasley, Technically pre-relationship - Freeform, Tags May Change",https://archiveofourown.org/works/11270490
Three's Family,"It’s May 1979 and the Order has just apprehended a pair of mysterious wizards who look remarkably like a Potter and a Malfoy. Naturally, James Potter and Sirius Black are called in to identify the strangely familiar strangers and determine their backgrounds and loyalties.(This would be a lot easier if their captives weren’t convinced everyone they talk to is dead. It would also be easier if they didn’t spend half their bloody time bickering.)**“Just ask them questions only they would know the answer to,” Malfoy suggests.“There’s not a single thing that I know about either of them from the first war that any old Death Eater couldn’t find out.”“How is that possible?” Malfoy huffs. “He’s your father!”“Am I or am I not famously an orphan?” Potter snarls.**Русский перевод: https://archiveofourown.org/works/49365862/chapters/124574398中文翻译: https://archiveofourown.org/works/49899721","Teen And Up Audiences, No Archive Warnings Apply, F/M, Gen, Harry Potter - J. K. Rowling, James Potter/Lily Evans Potter, Draco Malfoy & Harry Potter, background Remus Lupin/Sirius Black - Relationship, Sirius Black & James Potter, Harry Potter & James Potter & Lily Evans Potter, Harry Potter, Draco Malfoy, James Potter, Lily Evans Potter, Sirius Black, Albus Dumbledore, Dorcas Meadowes, Time Travel, Time Travel Fix-It, Fluff and Humor, And Hard Truths, First Wizarding War with Voldemort (Harry Potter), Marauders Era (Harry Potter), Found Family, LITERALLY, proposal, not drarry, unless you consider bickering to be foreplay in which case you may consider this pre-slash, Enemies to reluctant allies, Time Travelling Harry Potter",https://archiveofourown.org/works/42356628
Dripping Fingers,"I can't believe that I made it to this point. There are parts of this story I like better than others, and this ending isn't perfect, but please know I have given this my absolute best.It's kind of making me choked up that this is over. I spent more than two years writing this and I can't believe this chapter of my life is coming to a close.Still, I'm excited to write my next fic. Spoiler alert: it won't be angsty. I'm feeling a bit happier now compared to when I first started writing.And better yet, we made it! To everyone who hopped on recently or who's been here since the get-go, we did it! We came to the end and I couldn't be more grateful for all of you.PSA:Some mild discussion of abuse","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Harry Potter/Tom Riddle, Harry Potter, Tom Riddle, Hermione Granger, Ron Weasley, Petunia Evans Dursley, Dudley Dursley, Bartemius Crouch Jr., Hogwarts Students, Hogwarts Ghosts, Sirius Black, Artist Harry Potter, Lonely Harry Potter, Tom Riddle's Diary, Possessive Tom Riddle, Oblivious Harry, Sad Harry Potter, no bashing of anyone, Canon-Typical Violence, Triwizard Tournament, a severe lack of Dobby, Redemption, Canonical Character Death, Tom Riddle Redemption, Tom Riddle is His Own Warning, Tom Riddle Has Feelings, Eventual Sane Tom Riddle, Angst, Alternate Universe - Canon Divergence, Canon Compliant - Harry Potter and the Philosopher's Stone, Fluff and Angst, Tearjerker, If you read nothing else, Read chapter 16",https://archiveofourown.org/works/25440826/chapters/102746247
Draco Malfoy and the Mortifying Ordeal of Being in Love,"Hermione straddles the Muggle and Magical worlds as a medical researcher and Healer about to make a big discovery. Draco is an Auror assigned to protect her from forces unknown – to both of their displeasure.Features hyper-competent, fiery Hermione and lazy, yet dangerous, Draco. Slow burn.","Explicit, Graphic Depictions Of Violence, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Draco Malfoy, Hermione Granger, Healer Hermione Granger, Researcher Hermione Granger, Auror Draco Malfoy, Slow Burn, Unresolved Sexual Tension, Eventual Smut, POV Draco Malfoy, Forced Collaboration, Romance, romcom, Action/Adventure, EWE, HEA, reckless overuse of author's favourite tropes, oblivious idiots, All aboard the SS Denial, late-stage pining, what is pining if not denial persevering, No first names we die like men, do not look too closely at the plot you will only hurt yourself, scandalous ankle touching, misuse of whirlpool baths, graphic depictions of competent women, eroticised arithmancy, Crookshanks will fight god or become him, human on mushroom violence, Schrödinger's ethics, Nuns",https://archiveofourown.org/works/34500952?show_comments=true&view_full_work=true#comments
